match_key,match_date,year,tourney_id,tournament,event_type,surface,indoor,round,best_of,score,minutes,data_source,player_id,player,player_rank,player_seed,player_entry,opponent_id,opponent,opponent_country,opponent_rank,opponent_seed,result,win,aces,double_faults,serve_points,first_serves_in,first_serve_points_won,second_serve_points_won,service_games,bp_saved,bp_faced,opp_bp_saved,opp_bp_faced,ranking_difference,upset_win,upset_loss,first_serve_in_pct,first_serve_win_pct,second_serve_win_pct,bp_save_pct,bp_opportunities,bp_converted,bp_conversion_pct,ace_rate,double_fault_rate,completed_sets,winner_sets_won,loser_sets_won,tiebreaks_played,winner_tiebreaks_won,loser_tiebreaks_won,winner_won_first_set,retirement_or_abandoned,walkover_or_default,score_parseable,deciding_set_played,five_set_match,player_sets_won,opponent_sets_won,player_tiebreaks_won,tiebreak_win_pct,straight_set_win,deciding_set_win,five_set_win,comeback_win,ranking_expected_win_prob,expectation_group,performance_vs_expectation,expectation_outcome
2026-403|39,2026-03-21,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,6-0 6-3,68.0,completed,K0AH,Sebastian Korda,36.0,32.0,,U182,Camilo Ugo Carabelli,ARG,66.0,,W,1,7.0,1.0,42.0,27.0,23.0,9.0,8.0,0.0,0.0,6.0,10.0,30.0,0,0,0.6428571428571429,0.8518518518518519,0.6,,10.0,4.0,0.4,0.16666666666666666,0.023809523809523808,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.6470588235294118,Toss-up,0.3529411764705882,Win
2026-403|48,2026-03-21,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,6-2 4-6 6-2,101.0,completed,T0HA,Learner Tien,21.0,20,,MQ75,Kamil Majchrzak,POL,57.0,,L,0,10.0,6.0,84.0,48.0,32.0,16.0,13.0,8.0,13.0,3.0,5.0,36.0,0,1,0.5714285714285714,0.6666666666666666,0.4444444444444444,0.6153846153846154,5.0,2.0,0.4,0.11904761904761904,0.07142857142857142,3,2,1,0,0,0,True,False,False,True,True,False,1,2,0,,0,0,0,0,0.7307692307692307,Expected win,-0.7307692307692307,Unexpected loss
2026-403|60,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,7-5 6-7(4) 6-4,156.0,completed,M0QI,Alex Michelsen,40.0,,,N771,Cameron Norrie,GBR,24.0,23,W,1,9.0,1.0,97.0,61.0,49.0,23.0,17.0,4.0,5.0,7.0,10.0,-16.0,1,0,0.6288659793814433,0.8032786885245902,0.6388888888888888,0.8,10.0,3.0,0.3,0.09278350515463918,0.010309278350515464,3,2,1,1,0,1,True,False,False,True,True,False,2,1,0,0.0,0,1,0,0,0.375,Toss-up,0.625,Win
2026-403|62,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,6-7(3) 7-6(3) 6-3,142.0,completed,S0S1,Ben Shelton,9.0,8,,S0H2,Alexander Shevchenko,KAZ,84.0,,L,0,17.0,2.0,99.0,68.0,55.0,18.0,16.0,1.0,2.0,5.0,5.0,75.0,0,1,0.6868686868686869,0.8088235294117647,0.5806451612903226,0.5,5.0,0.0,0.0,0.1717171717171717,0.020202020202020204,3,2,1,2,1,1,False,False,False,True,True,False,1,2,1,0.5,0,0,0,0,0.9032258064516129,Expected win,-0.9032258064516129,Unexpected loss
2026-403|64,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,7-6(1) 6-1,91.0,completed,TD51,Frances Tiafoe,20.0,19.0,,C0H0,Arthur Cazaux,FRA,73.0,,W,1,5.0,0.0,64.0,44.0,32.0,13.0,10.0,4.0,5.0,4.0,7.0,53.0,0,0,0.6875,0.7272727272727273,0.65,0.8,7.0,3.0,0.42857142857142855,0.078125,0.0,2,2,0,1,1,0,True,False,False,True,False,False,2,0,1,1.0,1,0,0,0,0.7849462365591398,Expected win,0.21505376344086025,Win
2026-403|66,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,2-6 6-4 7-6(7),144.0,completed,N0AE,Brandon Nakashima,30.0,27,,C977,Marin Cilic,CRO,49.0,,L,0,12.0,0.0,96.0,68.0,53.0,13.0,15.0,1.0,2.0,5.0,7.0,19.0,0,1,0.7083333333333334,0.7794117647058824,0.4642857142857143,0.5,7.0,2.0,0.2857142857142857,0.125,0.0,3,2,1,1,1,0,False,False,False,True,True,False,1,2,0,0.0,0,0,0,0,0.620253164556962,Toss-up,-0.620253164556962,Loss
2026-403|67,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R64,3,6-2 6-4,69.0,completed,D0DT,Martin Damm,133.0,,,Z355,Alexander Zverev,GER,4.0,3.0,L,0,5.0,6.0,60.0,36.0,22.0,12.0,9.0,5.0,8.0,0.0,0.0,-129.0,0,0,0.6,0.6111111111111112,0.5,0.625,0.0,0.0,,0.08333333333333333,0.1,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.029197080291970802,Expected loss,-0.029197080291970802,Loss
2026-403|68,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,6-3 7-6(6),93.0,completed,Q02L,Ethan Quinn,56.0,,,L0BV,Jiri Lehecka,CZE,22.0,21.0,L,0,6.0,2.0,67.0,45.0,31.0,14.0,10.0,7.0,8.0,0.0,0.0,-34.0,0,0,0.6716417910447762,0.6888888888888889,0.6363636363636364,0.875,0.0,0.0,,0.08955223880597014,0.029850746268656716,2,2,0,1,1,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.28205128205128205,Expected loss,-0.28205128205128205,Loss
2026-403|69,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,6-3 5-7 6-4,138.0,completed,K0AH,Sebastian Korda,36.0,32.0,,A0E2,Carlos Alcaraz,ESP,1.0,1,W,1,12.0,0.0,104.0,72.0,50.0,15.0,16.0,3.0,5.0,2.0,5.0,-35.0,1,0,0.6923076923076923,0.6944444444444444,0.46875,0.6,5.0,3.0,0.6,0.11538461538461539,0.0,3,2,1,0,0,0,True,False,False,True,True,False,2,1,0,,0,1,0,0,0.02702702702702703,Expected loss,0.972972972972973,Upset win
2026-403|70,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,6-3 6-4,63.0,completed,O522,Reilly Opelka,67.0,,,FB98,Taylor Fritz,USA,7.0,6.0,L,0,10.0,0.0,60.0,43.0,30.0,7.0,9.0,6.0,8.0,0.0,0.0,-60.0,0,0,0.7166666666666667,0.6976744186046512,0.4117647058823529,0.75,0.0,0.0,,0.16666666666666666,0.0,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.0945945945945946,Expected loss,-0.0945945945945946,Loss
2026-403|70,2026-03-22,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,6-3 6-4,63.0,completed,FB98,Taylor Fritz,7.0,6.0,,O522,Reilly Opelka,USA,67.0,,W,1,4.0,0.0,46.0,31.0,29.0,11.0,10.0,0.0,0.0,6.0,8.0,60.0,0,0,0.6739130434782609,0.9354838709677419,0.7333333333333333,,8.0,2.0,0.25,0.08695652173913043,0.0,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.9054054054054054,Expected win,0.09459459459459463,Win
2026-403|73,2026-03-23,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,6-2 3-6 7-6(5),140.0,completed,PL56,Tommy Paul,23.0,22.0,,C0JP,Raphael Collignon,BEL,72.0,,W,1,5.0,2.0,80.0,49.0,35.0,19.0,14.0,0.0,3.0,6.0,10.0,49.0,0,0,0.6125,0.7142857142857143,0.6129032258064516,0.0,10.0,4.0,0.4,0.0625,0.025,3,2,1,1,1,0,True,False,False,True,True,False,2,1,1,1.0,0,1,0,0,0.7578947368421053,Expected win,0.2421052631578947,Win
2026-403|79,2026-03-23,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,7-6(4) 4-6 7-6(11),171.0,completed,TD51,Frances Tiafoe,20.0,19.0,,M0NI,Jakub Mensik,CZE,13.0,12,W,1,6.0,3.0,124.0,75.0,59.0,29.0,17.0,4.0,5.0,2.0,2.0,-7.0,1,0,0.6048387096774194,0.7866666666666666,0.5918367346938775,0.8,2.0,0.0,0.0,0.04838709677419355,0.024193548387096774,3,2,1,2,2,0,True,False,False,True,True,False,2,1,2,1.0,0,1,0,0,0.3939393939393939,Toss-up,0.6060606060606061,Win
2026-403|83,2026-03-24,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R32,3,3-6 6-3 6-4,119.0,completed,M0QI,Alex Michelsen,40.0,,,TE30,Alejandro Tabilo,CHI,41.0,,W,1,12.0,0.0,88.0,52.0,43.0,20.0,14.0,8.0,9.0,7.0,9.0,1.0,0,0,0.5909090909090909,0.8269230769230769,0.5555555555555556,0.8888888888888888,9.0,2.0,0.2222222222222222,0.13636363636363635,0.0,3,2,1,0,0,0,False,False,False,True,True,False,2,1,0,,0,1,0,1,0.5061728395061729,Toss-up,0.49382716049382713,Win
2026-403|84,2026-03-24,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R16,3,2-6 7-6(6) 6-4,147.0,completed,K0AH,Sebastian Korda,36.0,32,,L0IL,Martin Landaluce,ESP,151.0,,L,0,11.0,4.0,88.0,52.0,43.0,17.0,15.0,0.0,2.0,2.0,5.0,115.0,0,1,0.5909090909090909,0.8269230769230769,0.4722222222222222,0.0,5.0,3.0,0.6,0.125,0.045454545454545456,3,2,1,1,1,0,False,False,False,True,True,False,1,2,0,0.0,0,0,0,0,0.8074866310160428,Expected win,-0.8074866310160428,Unexpected loss
2026-403|85,2026-03-24,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R16,3,6-4 6-7(4) 6-2,145.0,completed,FB98,Taylor Fritz,7.0,6,,L0BV,Jiri Lehecka,CZE,22.0,21.0,L,0,8.0,2.0,98.0,65.0,47.0,20.0,15.0,7.0,10.0,5.0,5.0,15.0,0,1,0.6632653061224489,0.7230769230769231,0.6060606060606061,0.7,5.0,0.0,0.0,0.08163265306122448,0.02040816326530612,3,2,1,1,0,1,True,False,False,True,True,False,1,2,1,1.0,0,0,0,0,0.7586206896551724,Expected win,-0.7586206896551724,Unexpected loss
2026-403|87,2026-03-24,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R16,3,7-5 7-6(4),101.0,completed,M0QI,Alex Michelsen,40.0,,,S0AG,Jannik Sinner,ITA,2.0,2.0,L,0,3.0,2.0,69.0,48.0,37.0,10.0,12.0,5.0,7.0,1.0,2.0,-38.0,0,0,0.6956521739130435,0.7708333333333334,0.47619047619047616,0.7142857142857143,2.0,1.0,0.5,0.043478260869565216,0.028985507246376812,2,2,0,1,1,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.047619047619047616,Expected loss,-0.047619047619047616,Loss
2026-403|88,2026-03-24,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R16,3,6-1 6-3,74.0,completed,PL56,Tommy Paul,23.0,22.0,,EA24,Tomas Martin Etcheverry,ARG,32.0,29,W,1,4.0,0.0,45.0,31.0,26.0,10.0,8.0,1.0,1.0,1.0,5.0,9.0,0,0,0.6888888888888889,0.8387096774193549,0.7142857142857143,1.0,5.0,4.0,0.8,0.08888888888888889,0.0,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.5818181818181818,Toss-up,0.4181818181818182,Win
2026-403|89,2026-03-25,2026,2026-403,Miami Masters,Masters 1000,Hard,O,R16,3,6-4 1-6 6-4,112.0,completed,TD51,Frances Tiafoe,20.0,19.0,,A0GC,Terence Atmane,FRA,53.0,,W,1,6.0,1.0,77.0,50.0,38.0,12.0,13.0,6.0,8.0,4.0,6.0,33.0,0,0,0.6493506493506493,0.76,0.4444444444444444,0.75,6.0,2.0,0.3333333333333333,0.07792207792207792,0.012987012987012988,3,2,1,0,0,0,True,False,False,True,True,False,2,1,0,,0,1,0,0,0.726027397260274,Expected win,0.273972602739726,Win
2026-403|93,2026-03-26,2026,2026-403,Miami Masters,Masters 1000,Hard,O,QF,3,6-7(3) 7-6(4) 7-6(6),167.0,completed,PL56,Tommy Paul,23.0,22,,F0F1,Arthur Fils,FRA,31.0,28.0,L,0,6.0,0.0,110.0,69.0,58.0,28.0,18.0,1.0,1.0,6.0,6.0,8.0,0,1,0.6272727272727273,0.8405797101449275,0.6829268292682927,1.0,6.0,0.0,0.0,0.05454545454545454,0.0,3,2,1,3,2,1,False,False,False,True,True,False,1,2,1,0.3333333333333333,0,0,0,0,0.5740740740740741,Toss-up,-0.5740740740740741,Loss
2026-403|94,2026-03-26,2026,2026-403,Miami Masters,Masters 1000,Hard,O,QF,3,6-2 6-2,71.0,completed,TD51,Frances Tiafoe,20.0,19,,S0AG,Jannik Sinner,ITA,2.0,2.0,L,0,4.0,1.0,53.0,36.0,19.0,7.0,8.0,3.0,7.0,0.0,0.0,-18.0,0,0,0.6792452830188679,0.5277777777777778,0.4117647058823529,0.42857142857142855,0.0,0.0,,0.07547169811320754,0.018867924528301886,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.09090909090909091,Expected loss,-0.09090909090909091,Loss
2026-410|8,2026-04-06,2026,2026-410,Monte Carlo,Masters 1000,Clay,O,R64,3,7-6(1) 6-7(8) 6-2,182.0,completed,N0AM,Emilio Nava,103.0,,,L0BV,Jiri Lehecka,CZE,13.0,11.0,L,0,6.0,5.0,129.0,85.0,59.0,18.0,16.0,9.0,12.0,7.0,8.0,-90.0,0,0,0.6589147286821705,0.6941176470588235,0.4090909090909091,0.75,8.0,1.0,0.125,0.046511627906976744,0.03875968992248062,3,2,1,2,1,1,True,False,False,True,True,False,1,2,1,0.5,0,0,0,0,0.11206896551724138,Expected loss,-0.11206896551724138,Loss
2026-410|23,2026-04-07,2026,2026-410,Monte Carlo,Masters 1000,Clay,O,R64,3,6-1 6-4,62.0,completed,Q02L,Ethan Quinn,54.0,,,A0GC,Terence Atmane,FRA,45.0,,L,0,3.0,0.0,44.0,33.0,23.0,4.0,8.0,1.0,4.0,0.0,0.0,-9.0,0,0,0.75,0.696969696969697,0.36363636363636365,0.25,0.0,0.0,,0.06818181818181818,0.0,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.45454545454545453,Toss-up,-0.45454545454545453,Loss
2026-1536|7,2026-04-22,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,6-3 7-5,98.0,completed,N0AM,Emilio Nava,116.0,,,B0CD,Jenson Brooksby,USA,61.0,,W,1,8.0,2.0,63.0,44.0,33.0,8.0,10.0,3.0,4.0,1.0,5.0,-55.0,1,0,0.6984126984126984,0.75,0.42105263157894735,0.75,5.0,4.0,0.8,0.12698412698412698,0.031746031746031744,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.3446327683615819,Expected loss,0.655367231638418,Upset win
2026-1536|7,2026-04-22,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,6-3 7-5,98.0,completed,B0CD,Jenson Brooksby,61.0,,,N0AM,Emilio Nava,USA,116.0,,L,0,0.0,3.0,69.0,46.0,26.0,13.0,11.0,1.0,5.0,3.0,4.0,55.0,0,1,0.6666666666666666,0.5652173913043478,0.5652173913043478,0.2,4.0,1.0,0.25,0.0,0.043478260869565216,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.655367231638418,Expected win,-0.655367231638418,Unexpected loss
2026-1536|21,2026-04-23,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,7-6(7) 6-4,107.0,completed,D0DT,Martin Damm,126.0,,,P09Z,Alexei Popyrin,AUS,56.0,,W,1,11.0,6.0,79.0,45.0,36.0,23.0,11.0,4.0,4.0,5.0,6.0,-70.0,1,0,0.569620253164557,0.8,0.6764705882352942,1.0,6.0,1.0,0.16666666666666666,0.13924050632911392,0.0759493670886076,2,2,0,1,1,0,True,False,False,True,False,False,2,0,1,1.0,1,0,0,0,0.3076923076923077,Expected loss,0.6923076923076923,Upset win
2026-1536|22,2026-04-23,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,6-4 6-7(3) 7-5,143.0,completed,GC88,Marcos Giron,76.0,,,H997,Yannick Hanfmann,GER,60.0,,L,0,4.0,2.0,113.0,80.0,58.0,22.0,17.0,9.0,11.0,1.0,1.0,-16.0,0,0,0.7079646017699115,0.725,0.6666666666666666,0.8181818181818182,1.0,0.0,0.0,0.035398230088495575,0.017699115044247787,3,2,1,1,0,1,True,False,False,True,True,False,1,2,1,1.0,0,0,0,0,0.4411764705882353,Toss-up,-0.4411764705882353,Loss
2026-1536|23,2026-04-23,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,7-6(5) 7-6(6),113.0,completed,Q02L,Ethan Quinn,48.0,,,M0CI,Fabian Marozsan,HUN,50.0,,L,0,11.0,2.0,91.0,55.0,44.0,18.0,12.0,3.0,3.0,1.0,1.0,2.0,0,1,0.6043956043956044,0.8,0.5,1.0,1.0,0.0,0.0,0.12087912087912088,0.02197802197802198,2,2,0,2,2,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.5102040816326531,Toss-up,-0.5102040816326531,Loss
2026-1536|28,2026-04-23,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,3-6 7-6(6) 7-6(4),158.0,completed,K0A3,Patrick Kypson,90.0,,,TE51,Stefanos Tsitsipas,GRE,80.0,,L,0,11.0,0.0,113.0,71.0,55.0,27.0,17.0,4.0,4.0,3.0,4.0,-10.0,0,0,0.6283185840707964,0.7746478873239436,0.6428571428571429,1.0,4.0,1.0,0.25,0.09734513274336283,0.0,3,2,1,2,2,0,False,False,False,True,True,False,1,2,0,0.0,0,0,0,0,0.47058823529411764,Toss-up,-0.47058823529411764,Loss
2026-1536|30,2026-04-23,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R128,3,5-3 RET,25.0,completed,O522,Reilly Opelka,70.0,,,B0U4,Nicolai Budkov Kjaer,NOR,140.0,,L,0,1.0,2.0,19.0,9.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,70.0,0,1,0.47368421052631576,0.6666666666666666,0.6,0.0,0.0,0.0,,0.05263157894736842,0.10526315789473684,1,1,0,0,0,0,True,True,False,True,False,False,0,1,0,,0,0,0,0,0.6666666666666666,Expected win,-0.6666666666666666,Unexpected loss
2026-1536|35,2026-04-24,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,6-7(5) 7-6(1) 6-3,179.0,completed,N0AM,Emilio Nava,116.0,,,VA25,Valentin Vacherot,MON,17.0,14,W,1,21.0,9.0,145.0,94.0,70.0,19.0,17.0,17.0,19.0,5.0,8.0,-99.0,1,0,0.6482758620689655,0.7446808510638298,0.37254901960784315,0.8947368421052632,8.0,3.0,0.375,0.14482758620689656,0.06206896551724138,3,2,1,2,1,1,False,False,False,True,True,False,2,1,1,0.5,0,1,0,1,0.12781954887218044,Expected loss,0.8721804511278195,Upset win
2026-1536|38,2026-04-24,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,6-2 6-1,57.0,completed,M0QI,Alex Michelsen,37.0,,,SL28,Jan-Lennard Struff,GER,81.0,,W,1,2.0,2.0,40.0,28.0,26.0,6.0,8.0,0.0,0.0,7.0,11.0,44.0,0,0,0.7,0.9285714285714286,0.5,,11.0,4.0,0.36363636363636365,0.05,0.05,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.6864406779661016,Expected win,0.31355932203389836,Win
2026-1536|41,2026-04-24,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,6-4 6-7(4) 7-6(5),182.0,completed,S0S1,Ben Shelton,6.0,4,,P0HW,Dino Prizmic,CRO,87.0,,L,0,10.0,3.0,117.0,78.0,59.0,22.0,17.0,5.0,6.0,0.0,0.0,81.0,0,1,0.6666666666666666,0.7564102564102564,0.5641025641025641,0.8333333333333334,0.0,0.0,,0.08547008547008547,0.02564102564102564,3,2,1,2,1,1,True,False,False,True,True,False,1,2,1,0.5,0,0,0,0,0.9354838709677419,Expected win,-0.9354838709677419,Unexpected loss
2026-1536|48,2026-04-24,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,7-5 6-4,102.0,completed,PL56,Tommy Paul,18.0,15,,T0A1,Thiago Agustin Tirante,ARG,75.0,,L,0,2.0,4.0,77.0,52.0,37.0,10.0,11.0,4.0,6.0,2.0,2.0,57.0,0,1,0.6753246753246753,0.7115384615384616,0.4,0.6666666666666666,2.0,0.0,0.0,0.025974025974025976,0.05194805194805195,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.8064516129032258,Expected win,-0.8064516129032258,Unexpected loss
2026-1536|56,2026-04-25,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,6-3 6-4,66.0,completed,D0DT,Martin Damm,126.0,,,M0NI,Jakub Mensik,CZE,27.0,23.0,L,0,8.0,5.0,50.0,30.0,25.0,9.0,9.0,3.0,5.0,2.0,2.0,-99.0,0,0,0.6,0.8333333333333334,0.45,0.6,2.0,0.0,0.0,0.16,0.1,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.17647058823529413,Expected loss,-0.17647058823529413,Loss
2026-1536|57,2026-04-25,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,3-6 6-3 6-4,111.0,completed,N0AE,Brandon Nakashima,32.0,28,,B0PG,Alexander Blockx,BEL,69.0,,L,0,7.0,0.0,85.0,59.0,45.0,12.0,14.0,1.0,3.0,4.0,5.0,37.0,0,1,0.6941176470588235,0.7627118644067796,0.46153846153846156,0.3333333333333333,5.0,1.0,0.2,0.08235294117647059,0.0,3,2,1,0,0,0,False,False,False,True,True,False,1,2,0,,0,0,0,0,0.6831683168316832,Expected win,-0.6831683168316832,Unexpected loss
2026-1536|60,2026-04-25,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R64,3,6-4 6-3,79.0,completed,T0HA,Learner Tien,21.0,17,,V0DP,Adolfo Daniel Vallejo,PAR,96.0,,L,0,0.0,4.0,58.0,35.0,18.0,14.0,10.0,3.0,7.0,7.0,8.0,75.0,0,1,0.603448275862069,0.5142857142857142,0.6086956521739131,0.42857142857142855,8.0,1.0,0.125,0.0,0.06896551724137931,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.8205128205128205,Expected win,-0.8205128205128205,Unexpected loss
2026-1536|66,2026-04-26,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R32,3,6-4 6-2,85.0,completed,M0QI,Alex Michelsen,37.0,,,L0BV,Jiri Lehecka,CZE,14.0,11.0,L,0,3.0,3.0,61.0,38.0,24.0,11.0,9.0,3.0,6.0,0.0,0.0,-23.0,0,0,0.6229508196721312,0.631578947368421,0.4782608695652174,0.5,0.0,0.0,,0.04918032786885246,0.04918032786885246,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.27450980392156865,Expected loss,-0.27450980392156865,Loss
2026-1536|70,2026-04-26,2026,2026-1536,Madrid Masters,Masters 1000,Clay,O,R32,3,7-6(2) 6-3,90.0,completed,N0AM,Emilio Nava,116.0,,,F0F1,Arthur Fils,FRA,25.0,21.0,L,0,10.0,0.0,66.0,39.0,27.0,14.0,10.0,4.0,6.0,1.0,2.0,-91.0,0,0,0.5909090909090909,0.6923076923076923,0.5185185185185185,0.6666666666666666,2.0,1.0,0.5,0.15151515151515152,0.0,2,2,0,1,1,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.1773049645390071,Expected loss,-0.1773049645390071,Loss
2026-416|13,2026-05-06,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R128,3,6-3 5-7 6-0,119.0,completed,K0A3,Patrick Kypson,89.0,,,V832,Aleksandar Vukic,AUS,99.0,,L,0,12.0,5.0,89.0,52.0,35.0,12.0,13.0,6.0,12.0,4.0,7.0,10.0,0,1,0.5842696629213483,0.6730769230769231,0.32432432432432434,0.5,7.0,3.0,0.42857142857142855,0.1348314606741573,0.056179775280898875,3,2,1,0,0,0,True,False,False,True,True,False,1,2,0,,0,0,0,0,0.526595744680851,Toss-up,-0.526595744680851,Loss
2026-416|3,2026-05-06,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R128,3,6-3 7-6(8),102.0,completed,B0CD,Jenson Brooksby,63.0,,,B0BI,Sebastian Baez,ARG,65.0,,L,0,1.0,1.0,74.0,48.0,27.0,12.0,11.0,4.0,9.0,3.0,6.0,2.0,0,1,0.6486486486486487,0.5625,0.46153846153846156,0.4444444444444444,6.0,3.0,0.5,0.013513513513513514,0.013513513513513514,2,2,0,1,1,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.5078125,Toss-up,-0.5078125,Loss
2026-416|6,2026-05-06,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R128,3,0-6 6-4 7-6(4),132.0,completed,S0K7,Zachary Svajda,90.0,,,TA29,Marco Trungelliti,ARG,78.0,,W,1,4.0,1.0,93.0,52.0,40.0,19.0,14.0,2.0,5.0,1.0,2.0,-12.0,1,0,0.5591397849462365,0.7692307692307693,0.4634146341463415,0.4,2.0,1.0,0.5,0.043010752688172046,0.010752688172043012,3,2,1,1,1,0,False,False,False,True,True,False,2,1,1,1.0,0,1,0,1,0.4642857142857143,Toss-up,0.5357142857142857,Win
2026-416|20,2026-05-07,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R128,3,7-5 6-4,106.0,completed,GC88,Marcos Giron,77.0,,,C977,Marin Cilic,CRO,47.0,,L,0,1.0,0.0,69.0,42.0,24.0,18.0,11.0,4.0,7.0,2.0,3.0,-30.0,0,0,0.6086956521739131,0.5714285714285714,0.6666666666666666,0.5714285714285714,3.0,1.0,0.3333333333333333,0.014492753623188406,0.0,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.3790322580645161,Toss-up,-0.3790322580645161,Loss
2026-416|22,2026-05-07,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R128,3,6-3 5-7 6-3,150.0,completed,Q02L,Ethan Quinn,48.0,,,L0CX,Pablo Llamas Ruiz,ESP,139.0,,L,0,7.0,2.0,93.0,62.0,43.0,12.0,15.0,0.0,4.0,4.0,6.0,91.0,0,1,0.6666666666666666,0.6935483870967742,0.3870967741935484,0.0,6.0,2.0,0.3333333333333333,0.07526881720430108,0.021505376344086023,3,2,1,0,0,0,True,False,False,True,True,False,1,2,0,,0,0,0,0,0.7433155080213903,Expected win,-0.7433155080213903,Unexpected loss
2026-416|30,2026-05-07,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R128,3,6-3 6-3,75.0,completed,M0QI,Alex Michelsen,42.0,,,O513,Sebastian Ofner,AUT,82.0,,L,0,1.0,0.0,47.0,30.0,23.0,6.0,9.0,3.0,6.0,1.0,1.0,40.0,0,1,0.6382978723404256,0.7666666666666667,0.35294117647058826,0.5,1.0,0.0,0.0,0.02127659574468085,0.0,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.6612903225806451,Expected win,-0.6612903225806451,Unexpected loss
2026-416|36,2026-05-08,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,6-2 6-1,68.0,completed,T0HA,Learner Tien,21.0,19.0,,D923,Damir Dzumhur,BIH,87.0,,W,1,1.0,1.0,48.0,33.0,18.0,12.0,7.0,1.0,2.0,5.0,11.0,66.0,0,0,0.6875,0.5454545454545454,0.8,0.5,11.0,6.0,0.5454545454545454,0.020833333333333332,0.020833333333333332,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.8055555555555556,Expected win,0.19444444444444442,Win
