match_key,match_date,year,tourney_id,tournament,event_type,surface,indoor,round,best_of,score,minutes,data_source,player_id,player,player_rank,player_seed,player_entry,opponent_id,opponent,opponent_country,opponent_rank,opponent_seed,result,win,aces,double_faults,serve_points,first_serves_in,first_serve_points_won,second_serve_points_won,service_games,bp_saved,bp_faced,opp_bp_saved,opp_bp_faced,ranking_difference,upset_win,upset_loss,first_serve_in_pct,first_serve_win_pct,second_serve_win_pct,bp_save_pct,bp_opportunities,bp_converted,bp_conversion_pct,ace_rate,double_fault_rate,completed_sets,winner_sets_won,loser_sets_won,tiebreaks_played,winner_tiebreaks_won,loser_tiebreaks_won,winner_won_first_set,retirement_or_abandoned,walkover_or_default,score_parseable,deciding_set_played,five_set_match,player_sets_won,opponent_sets_won,player_tiebreaks_won,tiebreak_win_pct,straight_set_win,deciding_set_win,five_set_win,comeback_win,ranking_expected_win_prob,expectation_group,performance_vs_expectation,expectation_outcome
2026-416|39,2026-05-08,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,6-1 6-3,64.0,completed,S0K7,Zachary Svajda,90.0,,,RH16,Casper Ruud,NOR,25.0,23.0,L,0,2.0,3.0,54.0,36.0,20.0,7.0,8.0,3.0,7.0,0.0,0.0,-65.0,0,0,0.6666666666666666,0.5555555555555556,0.3888888888888889,0.42857142857142855,0.0,0.0,,0.037037037037037035,0.05555555555555555,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.21739130434782608,Expected loss,-0.21739130434782608,Loss
2026-416|41,2026-05-08,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,2-6 6-2 7-6(5),127.0,completed,K0AZ,Aleksandar Kovacevic,95.0,,,V812,Botic van de Zandschulp,NED,54.0,,L,0,10.0,2.0,82.0,50.0,36.0,20.0,14.0,4.0,6.0,1.0,3.0,-41.0,0,0,0.6097560975609756,0.72,0.625,0.6666666666666666,3.0,2.0,0.6666666666666666,0.12195121951219512,0.024390243902439025,3,2,1,1,1,0,False,False,False,True,True,False,1,2,0,0.0,0,0,0,0,0.3624161073825503,Toss-up,-0.3624161073825503,Loss
2026-416|44,2026-05-08,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,6-4 6-2,80.0,completed,PL56,Tommy Paul,18.0,16.0,,V832,Aleksandar Vukic,AUS,99.0,,W,1,2.0,1.0,46.0,26.0,20.0,13.0,9.0,0.0,1.0,6.0,10.0,81.0,0,0,0.5652173913043478,0.7692307692307693,0.65,0.0,10.0,4.0,0.4,0.043478260869565216,0.021739130434782608,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.8461538461538461,Expected win,0.15384615384615385,Win
2026-416|54,2026-05-09,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,6-4 6-0,82.0,completed,N0AE,Brandon Nakashima,32.0,30.0,,BD06,Roberto Bautista Agut,ESP,98.0,,W,1,3.0,2.0,46.0,29.0,22.0,9.0,8.0,2.0,3.0,2.0,7.0,66.0,0,0,0.6304347826086957,0.7586206896551724,0.5294117647058824,0.6666666666666666,7.0,5.0,0.7142857142857143,0.06521739130434782,0.043478260869565216,2,2,0,0,0,0,True,False,False,True,False,False,2,0,0,,1,0,0,0,0.7538461538461538,Expected win,0.24615384615384617,Win
2026-416|61,2026-05-09,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,6-4 6-7(5) 6-3,137.0,completed,S0S1,Ben Shelton,6.0,5,,BG23,Nikoloz Basilashvili,GEO,117.0,,L,0,12.0,4.0,92.0,58.0,48.0,15.0,15.0,6.0,9.0,2.0,3.0,111.0,0,1,0.6304347826086957,0.8275862068965517,0.4411764705882353,0.6666666666666666,3.0,1.0,0.3333333333333333,0.13043478260869565,0.043478260869565216,3,2,1,1,0,1,True,False,False,True,True,False,1,2,1,1.0,0,0,0,0,0.9512195121951219,Expected win,-0.9512195121951219,Unexpected loss
2026-416|63,2026-05-09,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R64,3,6-7(5) 6-3 6-2,163.0,completed,TD51,Frances Tiafoe,22.0,20.0,,B0ID,Ignacio Buse,PER,62.0,,W,1,2.0,3.0,100.0,57.0,39.0,23.0,15.0,1.0,5.0,6.0,13.0,40.0,0,0,0.57,0.6842105263157895,0.5348837209302325,0.2,13.0,7.0,0.5384615384615384,0.02,0.03,3,2,1,1,0,1,False,False,False,True,True,False,2,1,0,0.0,0,1,0,1,0.7380952380952381,Expected win,0.26190476190476186,Win
2026-416|71,2026-05-10,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R32,3,4-6 6-3 7-5,127.0,completed,T0HA,Learner Tien,21.0,19.0,,BK92,Alexander Bublik,KAZ,11.0,9,W,1,3.0,2.0,94.0,63.0,43.0,20.0,16.0,4.0,6.0,7.0,10.0,-10.0,1,0,0.6702127659574468,0.6825396825396826,0.6451612903225806,0.6666666666666666,10.0,3.0,0.3,0.031914893617021274,0.02127659574468085,3,2,1,0,0,0,False,False,False,True,True,False,2,1,0,,0,1,0,1,0.34375,Expected loss,0.65625,Upset win
2026-416|72,2026-05-10,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R32,3,3-6 6-3 6-2,143.0,completed,PL56,Tommy Paul,18.0,16,,D0FJ,Luciano Darderi,ITA,20.0,18.0,L,0,5.0,3.0,93.0,52.0,29.0,23.0,13.0,5.0,9.0,2.0,4.0,2.0,0,1,0.5591397849462365,0.5576923076923077,0.5609756097560976,0.5555555555555556,4.0,2.0,0.5,0.053763440860215055,0.03225806451612903,3,2,1,0,0,0,False,False,False,True,True,False,1,2,0,,0,0,0,0,0.5263157894736842,Toss-up,-0.5263157894736842,Loss
2026-416|73,2026-05-11,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R32,3,7-6(5) 6-4,100.0,completed,N0AE,Brandon Nakashima,32.0,30,,BG23,Nikoloz Basilashvili,GEO,117.0,,L,0,11.0,0.0,75.0,54.0,43.0,6.0,11.0,4.0,6.0,0.0,1.0,85.0,0,1,0.72,0.7962962962962963,0.2857142857142857,0.6666666666666666,1.0,1.0,1.0,0.14666666666666667,0.0,2,2,0,1,1,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.785234899328859,Expected win,-0.785234899328859,Unexpected loss
2026-416|76,2026-05-11,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R32,3,7-6(8) 6-1,116.0,completed,TD51,Frances Tiafoe,22.0,20,,PH64,Andrea Pellegrino,ITA,155.0,,L,0,6.0,3.0,58.0,31.0,18.0,10.0,9.0,4.0,8.0,3.0,5.0,133.0,0,1,0.5344827586206896,0.5806451612903226,0.37037037037037035,0.5,5.0,2.0,0.4,0.10344827586206896,0.05172413793103448,2,2,0,1,1,0,True,False,False,True,False,False,0,2,0,0.0,0,0,0,0,0.8757062146892656,Expected win,-0.8757062146892656,Unexpected loss
2026-416|83,2026-05-12,2026,2026-416,Rome Masters,Masters 1000,Clay,O,R16,3,6-1 6-4,75.0,completed,T0HA,Learner Tien,21.0,19,,J0DZ,Rafael Jodar,ESP,34.0,32.0,L,0,3.0,4.0,52.0,33.0,17.0,9.0,8.0,4.0,8.0,0.0,1.0,13.0,0,1,0.6346153846153846,0.5151515151515151,0.47368421052631576,0.5,1.0,1.0,1.0,0.057692307692307696,0.07692307692307693,2,2,0,0,0,0,True,False,False,True,False,False,0,2,0,,0,0,0,0,0.6181818181818182,Toss-up,-0.6181818181818182,Loss
2026-520|10,2026-05-24,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,3-6 6-4 6-2 6-7(6) 6-4,206.0,completed,O522,Reilly Opelka,76.0,,,C0NB,Federico Cina,ITA,238.0,,L,0,13.0,9.0,149.0,100.0,73.0,29.0,24.0,8.0,12.0,10.0,11.0,162.0,0,1,0.6711409395973155,0.73,0.5918367346938775,0.6666666666666666,11.0,1.0,0.09090909090909091,0.087248322147651,0.06040268456375839,5,3,2,1,0,1,False,False,False,True,True,True,2,3,1,1.0,0,0,0,0,0.7579617834394905,Expected win,-0.7579617834394905,Unexpected loss
2026-520|12,2026-05-24,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-1 6-1 6-3,109.0,completed,Z0BZ,Michael Zheng,146.0,,Q,P0HW,Dino Prizmic,CRO,72.0,,L,0,3.0,2.0,64.0,37.0,18.0,9.0,11.0,3.0,10.0,4.0,5.0,-74.0,0,0,0.578125,0.4864864864864865,0.3333333333333333,0.3,5.0,1.0,0.2,0.046875,0.03125,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.3302752293577982,Expected loss,-0.3302752293577982,Loss
2026-520|16,2026-05-24,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,7-6(5) 7-6(5) 6-7(9) 6-1,205.0,completed,B0NN,Nishesh Basavareddy,148.0,,WC,FB98,Taylor Fritz,USA,9.0,7,W,1,4.0,3.0,144.0,91.0,70.0,33.0,22.0,3.0,4.0,3.0,6.0,-139.0,1,0,0.6319444444444444,0.7692307692307693,0.6226415094339622,0.75,6.0,3.0,0.5,0.027777777777777776,0.020833333333333332,4,3,1,3,2,1,True,False,False,True,False,False,3,1,2,0.6666666666666666,0,0,0,0,0.05732484076433121,Expected loss,0.9426751592356688,Upset win
2026-520|16,2026-05-24,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,7-6(5) 7-6(5) 6-7(9) 6-1,205.0,completed,FB98,Taylor Fritz,9.0,7,,B0NN,Nishesh Basavareddy,USA,148.0,,L,0,21.0,5.0,145.0,100.0,76.0,22.0,21.0,3.0,6.0,3.0,4.0,139.0,0,1,0.6896551724137931,0.76,0.4888888888888889,0.5,4.0,1.0,0.25,0.14482758620689656,0.034482758620689655,4,3,1,3,2,1,True,False,False,True,False,False,1,3,1,0.3333333333333333,0,0,0,0,0.9426751592356688,Expected win,-0.9426751592356688,Unexpected loss
2026-520|23,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-2 6-4 6-2,98.0,completed,M0QI,Alex Michelsen,42.0,,,S0H2,Alexander Shevchenko,UKR,88.0,,W,1,9.0,2.0,72.0,43.0,33.0,19.0,13.0,4.0,6.0,4.0,11.0,46.0,0,0,0.5972222222222222,0.7674418604651163,0.6551724137931034,0.6666666666666666,11.0,7.0,0.6363636363636364,0.125,0.027777777777777776,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.676923076923077,Expected win,0.32307692307692304,Win
2026-520|24,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-3 6-7(5) 6-4 6-3,178.0,completed,S0JA,Eliot Spizzirri,91.0,,,TD51,Frances Tiafoe,USA,22.0,19.0,L,0,13.0,1.0,120.0,84.0,55.0,22.0,19.0,2.0,6.0,2.0,3.0,-69.0,0,0,0.7,0.6547619047619048,0.6111111111111112,0.3333333333333333,3.0,1.0,0.3333333333333333,0.10833333333333334,0.008333333333333333,4,3,1,1,0,1,True,False,False,True,False,False,1,3,1,1.0,0,0,0,0,0.19469026548672566,Expected loss,-0.19469026548672566,Loss
2026-520|24,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-3 6-7(5) 6-4 6-3,178.0,completed,TD51,Frances Tiafoe,22.0,19.0,,S0JA,Eliot Spizzirri,USA,91.0,,W,1,12.0,6.0,119.0,62.0,55.0,32.0,21.0,2.0,3.0,2.0,6.0,69.0,0,0,0.5210084033613446,0.8870967741935484,0.5614035087719298,0.6666666666666666,6.0,4.0,0.6666666666666666,0.10084033613445378,0.05042016806722689,4,3,1,1,0,1,True,False,False,True,False,False,3,1,0,0.0,0,0,0,0,0.8053097345132744,Expected win,0.19469026548672563,Win
2026-520|26,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-1 6-0 6-4,96.0,completed,K0AZ,Aleksandar Kovacevic,67.0,,,J0DZ,Rafael Jodar,ESP,29.0,27.0,L,0,3.0,5.0,69.0,39.0,22.0,12.0,11.0,6.0,12.0,1.0,1.0,-38.0,0,0,0.5652173913043478,0.5641025641025641,0.4,0.5,1.0,0.0,0.0,0.043478260869565216,0.07246376811594203,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.3020833333333333,Expected loss,-0.3020833333333333,Loss
2026-520|27,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-2 7-5 6-2,129.0,completed,N0AE,Brandon Nakashima,35.0,31.0,,BD06,Roberto Bautista Agut,ESP,117.0,,W,1,11.0,0.0,75.0,55.0,43.0,14.0,14.0,0.0,0.0,2.0,7.0,82.0,0,0,0.7333333333333333,0.7818181818181819,0.7,,7.0,5.0,0.7142857142857143,0.14666666666666667,0.0,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.7697368421052632,Expected win,0.23026315789473684,Win
2026-520|31,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-4 6-4 6-4,158.0,completed,B0CD,Jenson Brooksby,63.0,,,N0BS,Mariano Navone,ARG,38.0,,L,0,0.0,2.0,109.0,79.0,48.0,12.0,15.0,11.0,16.0,3.0,5.0,-25.0,0,0,0.7247706422018348,0.6075949367088608,0.4,0.6875,5.0,2.0,0.4,0.0,0.01834862385321101,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.37623762376237624,Toss-up,-0.37623762376237624,Loss
2026-520|32,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,7-6(10) 6-3 6-3,162.0,completed,N0AM,Emilio Nava,94.0,,Q,U182,Camilo Ugo Carabelli,ARG,59.0,,L,0,9.0,3.0,124.0,99.0,62.0,7.0,15.0,9.0,14.0,9.0,11.0,-35.0,0,0,0.7983870967741935,0.6262626262626263,0.28,0.6428571428571429,11.0,2.0,0.18181818181818182,0.07258064516129033,0.024193548387096774,3,3,0,1,1,0,True,False,False,True,False,False,0,3,0,0.0,0,0,0,0,0.38562091503267976,Toss-up,-0.38562091503267976,Loss
2026-520|34,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-3 6-3 6-4,102.0,completed,S0S1,Ben Shelton,5.0,5.0,,M0N7,Daniel Merida,ESP,86.0,,W,1,6.0,8.0,76.0,58.0,50.0,7.0,14.0,1.0,1.0,4.0,8.0,81.0,0,0,0.7631578947368421,0.8620689655172413,0.3888888888888889,1.0,8.0,4.0,0.5,0.07894736842105263,0.10526315789473684,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.945054945054945,Expected win,0.05494505494505497,Win
2026-520|38,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,4-6 6-3 7-5 6-4,200.0,completed,PL56,Tommy Paul,21.0,24.0,,H0BH,Rinky Hijikata,AUS,98.0,,W,1,13.0,3.0,140.0,82.0,55.0,36.0,21.0,9.0,12.0,6.0,11.0,77.0,0,0,0.5857142857142857,0.6707317073170732,0.6206896551724138,0.75,11.0,5.0,0.45454545454545453,0.09285714285714286,0.02142857142857143,4,3,1,0,0,0,False,False,False,True,False,False,3,1,0,,0,0,0,1,0.8235294117647058,Expected win,0.17647058823529416,Win
2026-520|43,2026-05-25,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,7-5 6-2 6-4,133.0,completed,GC88,Marcos Giron,84.0,,,WB32,Yibing Wu,CHN,92.0,,L,0,4.0,2.0,98.0,64.0,40.0,16.0,15.0,5.0,10.0,5.0,6.0,8.0,0,1,0.6530612244897959,0.625,0.47058823529411764,0.5,6.0,1.0,0.16666666666666666,0.04081632653061224,0.02040816326530612,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.5227272727272727,Toss-up,-0.5227272727272727,Loss
2026-520|48,2026-05-26,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,3-6 6-3 7-6(3) 7-5,176.0,completed,S0K7,Zachary Svajda,85.0,,,P09Z,Alexei Popyrin,AUS,61.0,,W,1,17.0,4.0,123.0,83.0,58.0,26.0,21.0,2.0,4.0,4.0,7.0,-24.0,1,0,0.6747967479674797,0.6987951807228916,0.65,0.5,7.0,3.0,0.42857142857142855,0.13821138211382114,0.032520325203252036,4,3,1,1,1,0,False,False,False,True,False,False,3,1,1,1.0,0,0,0,1,0.4178082191780822,Toss-up,0.5821917808219178,Win
2026-520|51,2026-05-26,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-0 2-6 6-0 6-2,114.0,completed,T0HA,Learner Tien,18.0,18.0,,GD64,Cristian Garin,CHI,114.0,,W,1,12.0,2.0,67.0,45.0,38.0,14.0,14.0,1.0,3.0,7.0,15.0,96.0,0,0,0.6716417910447762,0.8444444444444444,0.6363636363636364,0.3333333333333333,15.0,8.0,0.5333333333333333,0.1791044776119403,0.029850746268656716,4,3,1,0,0,0,True,False,False,True,False,False,3,1,0,,0,0,0,0,0.8636363636363636,Expected win,0.13636363636363635,Win
2026-520|62,2026-05-26,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R128,5,6-4 7-6(8) 7-6(4),167.0,completed,Q02L,Ethan Quinn,50.0,,,C0DF,Francisco Comesana,ARG,102.0,,L,0,5.0,3.0,111.0,82.0,59.0,14.0,17.0,6.0,8.0,3.0,4.0,52.0,0,1,0.7387387387387387,0.7195121951219512,0.4827586206896552,0.75,4.0,1.0,0.25,0.04504504504504504,0.02702702702702703,3,3,0,2,2,0,True,False,False,True,False,False,0,3,0,0.0,0,0,0,0,0.6710526315789473,Expected win,-0.6710526315789473,Unexpected loss
2026-520|77,2026-05-27,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,7-6(5) 6-3 3-6 6-3,191.0,completed,M0QI,Alex Michelsen,42.0,,,B0NN,Nishesh Basavareddy,USA,148.0,,W,1,10.0,6.0,125.0,85.0,59.0,22.0,20.0,5.0,8.0,10.0,14.0,106.0,0,0,0.68,0.6941176470588235,0.55,0.625,14.0,4.0,0.2857142857142857,0.08,0.048,4,3,1,1,1,0,True,False,False,True,False,False,3,1,1,1.0,0,0,0,0,0.7789473684210526,Expected win,0.2210526315789474,Win
2026-520|77,2026-05-27,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,7-6(5) 6-3 3-6 6-3,191.0,completed,B0NN,Nishesh Basavareddy,148.0,,WC,M0QI,Alex Michelsen,USA,42.0,,L,0,7.0,7.0,128.0,83.0,60.0,22.0,19.0,10.0,14.0,5.0,8.0,-106.0,0,0,0.6484375,0.7228915662650602,0.4888888888888889,0.7142857142857143,8.0,3.0,0.375,0.0546875,0.0546875,4,3,1,1,1,0,True,False,False,True,False,False,1,3,0,0.0,0,0,0,0,0.22105263157894736,Expected loss,-0.22105263157894736,Loss
2026-520|79,2026-05-27,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,6-3 6-2 6-4,130.0,completed,PL56,Tommy Paul,21.0,24.0,,SU87,Lorenzo Sonego,ITA,70.0,,W,1,2.0,2.0,88.0,51.0,40.0,18.0,14.0,5.0,6.0,3.0,8.0,49.0,0,0,0.5795454545454546,0.7843137254901961,0.4864864864864865,0.8333333333333334,8.0,5.0,0.625,0.022727272727272728,0.022727272727272728,3,3,0,0,0,0,True,False,False,True,False,False,3,0,0,,1,0,0,0,0.7692307692307693,Expected win,0.23076923076923073,Win
2026-520|83,2026-05-28,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,6-3 6-4 6-7(4) 6-2,168.0,completed,S0K7,Zachary Svajda,85.0,,,W09E,Adam Walton,AUS,97.0,,W,1,21.0,1.0,124.0,77.0,61.0,26.0,20.0,4.0,5.0,11.0,16.0,12.0,0,0,0.6209677419354839,0.7922077922077922,0.5531914893617021,0.8,16.0,5.0,0.3125,0.1693548387096774,0.008064516129032258,4,3,1,1,0,1,True,False,False,True,False,False,3,1,0,0.0,0,0,0,0,0.532967032967033,Toss-up,0.46703296703296704,Win
2026-520|85,2026-05-28,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,7-5 4-6 3-6 7-6(4) 6-3,241.0,completed,T0HA,Learner Tien,18.0,18.0,,D0CG,Facundo Diaz Acosta,ARG,151.0,,W,1,9.0,9.0,168.0,125.0,79.0,15.0,25.0,11.0,19.0,6.0,15.0,133.0,0,0,0.7440476190476191,0.632,0.3488372093023256,0.5789473684210527,15.0,9.0,0.6,0.05357142857142857,0.05357142857142857,5,3,2,1,1,0,True,False,False,True,True,True,3,2,1,1.0,0,1,1,0,0.893491124260355,Expected win,0.10650887573964496,Win
2026-520|87,2026-05-28,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,6-7(5) 7-6(5) 6-4 6-7(1) 6-4,287.0,completed,TD51,Frances Tiafoe,22.0,19.0,,HB71,Hubert Hurkacz,POL,99.0,,W,1,15.0,2.0,171.0,98.0,81.0,40.0,28.0,5.0,7.0,7.0,11.0,77.0,0,0,0.5730994152046783,0.826530612244898,0.547945205479452,0.7142857142857143,11.0,4.0,0.36363636363636365,0.08771929824561403,0.011695906432748537,5,3,2,3,1,2,False,False,False,True,True,True,3,2,1,0.3333333333333333,0,1,1,1,0.8181818181818182,Expected win,0.18181818181818177,Win
2026-520|103,2026-05-29,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R32,5,4-6 6-7(4) 6-4 7-6(4) 7-5,287.0,completed,PL56,Tommy Paul,21.0,24,,RH16,Casper Ruud,NOR,16.0,15.0,L,0,14.0,5.0,161.0,95.0,75.0,38.0,28.0,0.0,3.0,12.0,14.0,-5.0,0,0,0.5900621118012422,0.7894736842105263,0.5757575757575758,0.0,14.0,2.0,0.14285714285714285,0.08695652173913043,0.031055900621118012,5,3,2,2,1,1,False,False,False,True,True,True,2,3,1,0.5,0,0,0,0,0.43243243243243246,Toss-up,-0.43243243243243246,Loss
2026-520|91,2026-05-29,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,6-4 7-5 6-4,123.0,completed,S0S1,Ben Shelton,5.0,5,,C0JP,Raphael Collignon,BEL,62.0,,L,0,10.0,2.0,89.0,58.0,40.0,20.0,16.0,3.0,6.0,0.0,0.0,57.0,0,1,0.651685393258427,0.6896551724137931,0.6451612903225806,0.5,0.0,0.0,,0.11235955056179775,0.02247191011235955,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.9253731343283582,Expected win,-0.9253731343283582,Unexpected loss
2026-520|94,2026-05-29,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R64,5,6-7(5) 6-4 5-7 6-1 6-3,278.0,completed,N0AE,Brandon Nakashima,35.0,31.0,,V0DZ,Luca Van Assche,FRA,100.0,,W,1,12.0,0.0,145.0,91.0,75.0,24.0,25.0,5.0,8.0,7.0,14.0,65.0,0,0,0.6275862068965518,0.8241758241758241,0.4444444444444444,0.625,14.0,7.0,0.5,0.08275862068965517,0.0,5,3,2,1,0,1,False,False,False,True,True,True,3,2,0,0.0,0,1,1,1,0.7407407407407407,Expected win,0.2592592592592593,Win
2026-520|99,2026-05-29,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R32,5,7-6(2) 6-7(5) 4-6 6-3 6-3,257.0,completed,M0QI,Alex Michelsen,42.0,,,J0DZ,Rafael Jodar,ESP,29.0,27.0,L,0,7.0,5.0,187.0,129.0,82.0,25.0,26.0,8.0,16.0,5.0,11.0,-13.0,0,0,0.6898395721925134,0.6356589147286822,0.43103448275862066,0.5,11.0,6.0,0.5454545454545454,0.0374331550802139,0.026737967914438502,5,3,2,2,1,1,True,False,False,True,True,True,2,3,1,0.5,0,0,0,0,0.4084507042253521,Toss-up,-0.4084507042253521,Loss
2026-520|105,2026-05-30,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R32,5,6-2 6-2 6-3,109.0,completed,T0HA,Learner Tien,18.0,18,,C0E9,Flavio Cobolli,ITA,14.0,10.0,L,0,3.0,7.0,86.0,47.0,26.0,17.0,13.0,6.0,13.0,3.0,4.0,-4.0,0,0,0.5465116279069767,0.5531914893617021,0.4358974358974359,0.46153846153846156,4.0,1.0,0.25,0.03488372093023256,0.08139534883720931,3,3,0,0,0,0,True,False,False,True,False,False,0,3,0,,0,0,0,0,0.4375,Toss-up,-0.4375,Loss
2026-520|106,2026-05-30,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R32,5,6-3 6-4 3-6 4-6 6-3,185.0,completed,S0K7,Zachary Svajda,85.0,,,C0AU,Francisco Cerundolo,ARG,26.0,25,W,1,10.0,3.0,149.0,86.0,65.0,30.0,24.0,6.0,11.0,3.0,9.0,-59.0,1,0,0.5771812080536913,0.7558139534883721,0.47619047619047616,0.5454545454545454,9.0,6.0,0.6666666666666666,0.06711409395973154,0.020134228187919462,5,3,2,0,0,0,True,False,False,True,True,True,3,2,0,,0,1,1,0,0.23423423423423423,Expected loss,0.7657657657657657,Upset win
2026-520|111,2026-05-31,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R32,5,5-7 6-1 7-6(4) 7-6(1),231.0,completed,N0AE,Brandon Nakashima,35.0,31,,AG37,Felix Auger-Aliassime,CAN,6.0,4.0,L,0,8.0,1.0,123.0,87.0,66.0,15.0,21.0,2.0,6.0,5.0,8.0,-29.0,0,0,0.7073170731707317,0.7586206896551724,0.4166666666666667,0.3333333333333333,8.0,3.0,0.375,0.06504065040650407,0.008130081300813009,4,3,1,2,2,0,False,False,False,True,False,False,1,3,0,0.0,0,0,0,0,0.14634146341463414,Expected loss,-0.14634146341463414,Loss
2026-520|112,2026-05-31,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R32,5,4-6 6-7(2) 7-6(4) 6-1 6-2,245.0,completed,TD51,Frances Tiafoe,22.0,19.0,,F0F2,Jaime Faria,POR,115.0,,W,1,15.0,5.0,159.0,93.0,73.0,29.0,24.0,5.0,9.0,7.0,15.0,93.0,0,0,0.5849056603773585,0.7849462365591398,0.4393939393939394,0.5555555555555556,15.0,8.0,0.5333333333333333,0.09433962264150944,0.031446540880503145,5,3,2,2,1,1,False,False,False,True,True,True,3,2,1,0.5,0,1,1,1,0.8394160583941606,Expected win,0.16058394160583944,Win
2026-520|117,2026-06-01,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R16,5,6-2 6-3 6-7(3) 7-6(5),201.0,completed,S0K7,Zachary Svajda,85.0,,,C0E9,Flavio Cobolli,ITA,14.0,10.0,L,0,8.0,5.0,139.0,81.0,52.0,29.0,21.0,10.0,17.0,5.0,8.0,-71.0,0,0,0.5827338129496403,0.6419753086419753,0.5,0.5882352941176471,8.0,3.0,0.375,0.05755395683453238,0.03597122302158273,4,3,1,2,1,1,True,False,False,True,False,False,1,3,1,0.5,0,0,0,0,0.1414141414141414,Expected loss,-0.1414141414141414,Loss
2026-520|120,2026-06-02,2026,2026-520,Roland Garros,Grand Slam,Clay,O,R16,5,7-6(5) 6-7(5) 3-6 7-6(3) 6-4,330.0,completed,TD51,Frances Tiafoe,22.0,19,,A0FC,Matteo Arnaldi,ITA,104.0,,L,0,8.0,8.0,199.0,110.0,68.0,44.0,28.0,8.0,16.0,17.0,25.0,82.0,0,1,0.5527638190954773,0.6181818181818182,0.4943820224719101,0.5,25.0,8.0,0.32,0.04020100502512563,0.04020100502512563,5,3,2,3,2,1,True,False,False,True,True,True,2,3,1,0.3333333333333333,0,0,0,0,0.8253968253968254,Expected win,-0.8253968253968254,Unexpected loss
